tipo_documento,documento,nombre,producto,poliza,periodo,valor_asegurado,valor_prima,doc_cobro,fecha_ini,fecha_fin,dias,telefono_1,telefono_2,telefono_3,ciudad,departamento,fecha_venta,fecha_nacimiento,tipo_trans,beneficiarios,genero,sucursal,tipo_cuenta,ultimos_digitos_cuenta,entidad_bancaria,nombre_banco,estado_debito,causal_rechazo,codigo_canal,descripcion_canal,codigo_estrategia,tipo_estrategia,correo_electronico,fecha_entrega_colmena,mes_a_trabajar,id,nombre_db,telefono,whatsapp,texto,email,fisica,mejor_canal,contactar_al
CE,45362538,Néstor Castaño,AUTO5,POL6931,7,6646743,528597,DOC4353,2024-12-26,,352,3715887567,3082789632,3281985443,Caucasia,San Andrés y Providencia,2025-04-27,1990-08-23,002,Jairo Luis Restrepo,F,Bermúdez-Carmona,,6011,BBVA,Banco Principal,OK,,,,,,,2025-05-29,05,,PRUEBA_20250529.txt,1,,,,,telefono,3715887567
CE,24064307,Diana Vanessa Mosquera,SALU7,POL9023,5,13753613,579427,DOC1954,2024-01-12,,212,3240212278,3134246308,3707481047,La Florida,Caquetá,2023-07-01,1986-04-08,003,Juan Andrés Parra Castro,F,Díaz-Gutiérrez,,7797,FNA,Banco Central,ERR,,,,,,,2025-05-29,05,,PRUEBA_20250529.txt,,1,1,,,texto,3240212278
CC,26402045,Camila Sonia Contreras,SALU3,POL1180,2,8193209,465349,DOC9853,2024-06-23,,249,3509645585,3798341409,3890067515,Chimichagua,Vaupés,2023-01-10,2007-12-23,002,Alicia Ramírez Aguirre,M,López-Rodríguez,,1552,FNA,Banco Principal,ERR,,,,,,,2025-05-29,05,,PRUEBA_20250529.txt,,,,,1,fisica,
TI,78415008,Sebastián Fernando Álvarez Jaramillo,VIDA5,POL7079,2,30998746,813051,DOC4998,2025-03-10,,274,3640654433,3238532206,3275947297,Santiago,Boyacá,2023-07-18,1996-04-20,001,Mayerly Ángela Ortega López,F,Sierra-Ríos,,3088,AVVl,Banco Central,OK,,,,,,,2025-05-29,05,,PRUEBA_20250529.txt,,,1,,,texto,3640654433
TI,47444104,José Israel Burbano,HOGAR,2POL2706,4,46293721,782331,DOC1122,2025-03-06,,57,3427757445,3545601868,3768988930,Sabanalarga,Cauca,2023-10-06,1970-11-01,001,Andrés Juan Rodríguez,M,Velandia LLC,,7343,Bcol,Banco Principal,PEND,,,,,,,2025-05-29,05,,PRUEBA_20250529.txt,,,1,,,texto,3427757445
CC,68286246,Deicy Alba Pérez,SALU2,POL3163,1,26870338,251418,DOC2054,2024-02-16,,56,3392363232,3051774152,3175534406,Caparrapí,Valle del Cauca,2025-08-21,1980-02-12,001,Yesid Armando Ruiz,M,"Ramos, Jiménez and Giraldo",,3338,BPOP,Banco del Norte,PEND,,,,,,,2025-05-29,05,,PRUEBA_20250529.txt,,1,,,,whatsapp,3392363232
CE,22407524,Gloria Andrade,AUTO8,POL3532,4,11286947,507272,DOC2450,2023-02-25,,277,3616239859,3404140011,3885124962,Puente Nacional,Arauca,2025-01-17,1983-03-24,002,Alberto Jiménez,M,Cardona-Mosquera,,5940,BCS,Banco Principal,PEND,,,,,,,2025-05-29,05,,PRUEBA_20250529.txt,,,,,1,fisica,
CE,23975713,María Cárdenas Rodríguez,SALU7,POL8797,4,6764452,284950,DOC7630,2023-09-04,,255,3653475911,3903013055,3284181448,Valle de San Juan,Arauca,2024-02-18,2007-09-08,003,Héctor Toro,F,"Jiménez, Londoño and Gómez",,6924,AVVl,Banco Principal,PEND,,,,,,,2025-05-29,05,,PRUEBA_20250529.txt,,,,,1,fisica,
TI,97779856,Natalia Navarro Trujillo,SALU4,POL3814,6,42543847,704184,DOC9192,2024-11-10,,140,3691941675,3984225947,3529918613,Betéitiva,Atlántico,2023-09-18,1981-12-28,002,Héctor Arnulfo Castro Rodríguez,F,Arias LLC,,4645,BBVA,Banco del Norte,OK,,,,,,,2025-05-29,05,,PRUEBA_20250529.txt,1,,,,,telefono,3691941675
TI,51928162,Diego Javier Álvarez Sarmiento,AUTO8,POL4882,2,24544332,135493,DOC4102,2025-07-07,,362,3905300509,3113953195,3228844767,Bahía Solano,Bolívar,2023-08-19,1989-01-21,001,Giovanny Eduardo Alvarado,F,Erazo and Sons,,9138,BCS,Banco del Norte,ERR,,,,,,,2025-05-29,05,,PRUEBA_20250529.txt,,,1,,,texto,3905300509
