tipo_documento,documento,nombre,producto,poliza,periodo,valor_asegurado,valor_prima,doc_cobro,fecha_ini,fecha_fin,dias,telefono_1,telefono_2,telefono_3,ciudad,departamento,fecha_venta,fecha_nacimiento,tipo_trans,beneficiarios,genero,sucursal,tipo_cuenta,ultimos_digitos_cuenta,entidad_bancaria,nombre_banco,estado_debito,causal_rechazo,codigo_canal,descripcion_canal,codigo_estrategia,tipo_estrategia,correo_electronico,fecha_entrega_colmena,mes_a_trabajar,id,nombre_db,telefono,whatsapp,texto,email,fisica,mejor_canal,contactar_al
TI,99244222,Johana Paula Alzate,VIDA8,POL2831,8,15203179,790797,DOC7721,2025-05-15,,40,3024460206,3523380688,3545847329,Distracción,Guainía,2024-01-21,1980-12-03,002,María Guzmán,F,"Alzate, Muñoz and Garcés",,8383,Bcol,Banco Principal,PEND,,,,,,,2025-05-29,05,,Arcchivo nada que ver.txt,,1,1,,,texto,3024460206
CC,28757254,Henry Escobar Morales,SALU5,POL3857,4,41238208,251069,DOC1691,2023-01-11,,96,3714504086,3261004111,3143429205,Buriticá,Valle del Cauca,2023-05-18,1975-03-12,003,Carlos Víctor García,M,Mejía-Bautista,,2836,BBVA,Banco Principal,OK,,,,,,,2025-05-29,05,,Arcchivo nada que ver.txt,,,,1,,email,
CC,71794811,Mónica Gómez Betancur,VIDA6,POL6373,6,27331326,735400,DOC6364,2025-06-02,,172,3444396405,3841997733,3225156143,Tona,Casanare,2025-04-23,1984-01-12,002,Luisa Esperanza Alvarado,M,"Jaimes, Ruiz and Betancur",,7996,BBVA,Banco Principal,ERR,,,,,,,2025-05-29,05,,Arcchivo nada que ver.txt,,,,,1,fisica,
CE,70924515,Olga Luz Gil Ceballos,DENT0,POL3507,4,15980568,540253,DOC2649,2025-04-09,,101,3840911293,3337038478,3065971077,San Juan Nepomuceno,Arauca,2025-07-29,1986-10-26,003,Wendy Luz Vélez,M,"Forero, Suárez and Suárez",,1034,FNA,Banco del Norte,ERR,,,,,,,2025-05-29,05,,Arcchivo nada que ver.txt,,,1,,,texto,3840911293
TI,99897804,Liliana Fabiola Rodríguez,DENT9,POL9787,8,34425226,729609,DOC8376,2023-05-10,,163,3281944415,3893814790,3239244123,Carepa,Vichada,2024-06-16,1988-08-17,001,Orlando Cristian Osorio,M,"Guzmán, Morales and Caicedo",,5484,BCS,Banco Principal,ERR,,,,,,,2025-05-29,05,,Arcchivo nada que ver.txt,1,,,,,telefono,3281944415
TI,80206843,Clara Beltrán Mesa,SALU9,POL8901,2,6891145,338497,DOC6352,2024-07-22,,68,3505741726,3844276293,3178339334,Concepción,Meta,2023-03-20,1989-01-20,003,Carmen Diana Benavides,M,"Mercado, Angarita and Duarte",,1064,FNA,Banco del Norte,OK,,,,,,,2025-05-29,05,,Arcchivo nada que ver.txt,,1,,,,whatsapp,3505741726
TI,72434908,Zulma Carolina Hernández Toro,DENT6,POL4765,4,34503037,182808,DOC3311,2024-07-18,,211,3594968932,3537463710,3379276076,Nóvita,Bogotá D.C.,2024-06-19,1989-05-04,001,Fabián Bautista,F,"Arenas, Padilla and Buitrago",,8022,Davv,Banco del Norte,OK,,,,,,,2025-05-29,05,,Arcchivo nada que ver.txt,,,,,1,fisica,
TI,43570969,Roberto Guillermo Pacheco Torres,HOGAR,7POL6563,5,49783157,504494,DOC9088,2023-05-27,,260,3497189017,3166008547,3866613951,Magangué,Guainía,2023-10-24,2006-08-29,002,Fernanda Rosario Rodríguez,M,Flórez Inc,,9523,Davv,Banco Central,PEND,,,,,,,2025-05-29,05,,Arcchivo nada que ver.txt,,,1,,,texto,3497189017
CE,93844651,Humberto Rodríguez Rincón,VIDA9,POL6700,8,30483361,167346,DOC6283,2025-05-13,,127,3579989383,3635473433,3803436681,Buenavista,Cauca,2023-03-07,1991-05-29,001,Jorge Jiménez Molano,M,Jaramillo-Agudelo,,2680,Bcol,Banco Central,OK,,,,,,,2025-05-29,05,,Arcchivo nada que ver.txt,,1,,,,whatsapp,3579989383
CE,63731279,Luis Bryan Rojas Rodríguez,VIDA5,POL7566,1,32848936,472340,DOC1803,2024-06-19,,320,3717594738,3708535466,3026294543,Unión Panamericana,Valle del Cauca,2025-06-03,1986-03-14,001,Mary María Sánchez Betancur,M,"Villamizar, Muñoz and Martínez",,3038,FNA,Banco Principal,ERR,,,,,,,2025-05-29,05,,Arcchivo nada que ver.txt,,,,1,,email,
CE,63516765,Patricia Vargas García,AUTO5,POL8257,7,29235864,227798,DOC6788,2024-10-01,,234,3869941040,3980082063,3189931179,Paipa,Bolívar,2023-10-01,1996-10-13,003,Andrés Correa Torres,F,Salcedo-Angulo,,4453,BCS,Banco Central,ERR,,,,,,,2025-05-29,05,,Arcchivo nada que ver.txt,,1,,,,whatsapp,3869941040
CC,91351417,Silvio Stiven Quiroz,SALU5,POL7404,8,27688029,332640,DOC9299,2024-06-26,,203,3957516532,3629470362,3987881334,Rivera,Antioquia,2024-09-30,1983-03-30,003,Liceth María Paz Torres,F,Zuluaga Ltd,,6666,BCS,Banco del Norte,PEND,,,,,,,2025-05-29,05,,Arcchivo nada que ver.txt,,,,1,,email,
CC,51053687,Paola Alexandra Martínez Martínez,SALU8,POL7643,2,32569806,392369,DOC5882,2024-07-11,,90,3246063001,3263363200,3800030897,Puerto Asís,Santander,2023-08-19,1979-08-25,001,María Calderón,F,Vargas Ltd,,6200,Davv,Banco Central,PEND,,,,,,,2025-05-29,05,,Arcchivo nada que ver.txt,,,,1,,email,
CE,39832921,Olga María Roa,VIDA4,POL8271,1,35018429,851065,DOC7756,2024-11-17,,285,3746060852,3168567829,3918605752,Tutazá,Meta,2023-05-30,1971-10-18,002,Paula Galindo Castrillón,M,"Hernández, Rojas and Rojas",,8594,AVVl,Banco del Norte,ERR,,,,,,,2025-05-29,05,,Arcchivo nada que ver.txt,,,1,,,texto,3746060852
CE,62064224,Claudia Barragán Valderrama,AUTO4,POL3187,6,17876757,670383,DOC6371,2025-03-18,,142,3355538193,3320220778,3125190060,San Marcos,Cesar,2024-02-27,1977-09-22,003,Yésica Sierra,F,"Guerrero, López and Medina",,1960,BCS,Banco del Norte,ERR,,,,,,,2025-05-29,05,,Arcchivo nada que ver.txt,,1,,,,whatsapp,3355538193
CC,47275980,Sandra Adriana Giraldo Rentería,DENT4,POL1953,1,19575764,738557,DOC1544,2023-05-19,,328,3033514823,3931614550,3392838805,Obando,San Andrés y Providencia,2024-06-03,1992-08-18,003,Juan Bohórquez Morales,M,Camargo LLC,,8929,AVVl,Banco Principal,OK,,,,,,,2025-05-29,05,,Arcchivo nada que ver.txt,,,1,,,texto,3033514823
CE,92229817,Jenny Janeth Ortega,AUTO6,POL5300,3,35513378,494868,DOC1791,2023-05-28,,206,3904881497,3488941616,3729961105,Usiacurí,Valle del Cauca,2023-04-12,2003-05-09,001,Marco Cristian Bravo Torres,M,"Lozano, Loaiza and Rodríguez",,8622,BBVA,Banco del Norte,ERR,,,,,,,2025-05-29,05,,Arcchivo nada que ver.txt,1,1,,,,telefono,3904881497
CC,24505812,José Salgado Valencia,DENT6,POL6161,8,8956666,142480,DOC7155,2024-05-25,,212,3634497430,3285959012,3515874750,Tuluá,Caquetá,2023-05-07,1972-05-26,003,Miguel Christian Restrepo,M,"Parra, Giraldo and Vargas",,2344,Davv,Banco Principal,PEND,,,,,,,2025-05-29,05,,Arcchivo nada que ver.txt,1,,,,,telefono,3634497430
CC,16869422,Patricia Stella Pacheco,VIDA2,POL1878,9,44608302,168108,DOC4577,2024-06-01,,44,3519894588,3264491810,3716463510,Soplaviento,Norte de Santander,2025-07-05,1983-04-15,003,David García Gutiérrez,M,Rodríguez and Sons,,9772,Davv,Banco Principal,OK,,,,,,,2025-05-29,05,,Arcchivo nada que ver.txt,,,,1,,email,
CE,56700232,Melba Liliana Pineda,DENT3,POL8476,5,47409547,335088,DOC2810,2023-08-05,,203,3592618357,3214356675,3849787437,Puerto Wilches,Tolima,2025-06-25,1996-12-18,001,Óscar Hernando Quintero,F,Páez-Nieto,,2867,Davv,Banco Principal,PEND,,,,,,,2025-05-29,05,,Arcchivo nada que ver.txt,1,,1,1,,texto,3592618357
CC,43633680,Oswaldo Jhon Agudelo,SALU3,POL7482,3,32636744,361982,DOC4611,2023-02-09,,106,3313400072,3353395120,3746815222,Yalí,Santander,2024-05-18,1995-11-30,003,Doris Leidy Arias,F,Gómez-Ramírez,,3205,AVVl,Banco Central,ERR,,,,,,,2025-05-29,05,,Arcchivo nada que ver.txt,1,,1,1,,texto,3313400072
CC,98721062,Miguel Christian León Riascos,SALU7,POL8358,6,7721524,385905,DOC4174,2024-01-06,,286,3497267399,3183348161,3092244338,Amalfi,Chocó,2023-08-16,1989-04-07,001,Ignacio Juan Rodríguez,M,"Gómez, Rodríguez and Ramírez",,6867,BPOP,Banco del Norte,PEND,,,,,,,2025-05-29,05,,Arcchivo nada que ver.txt,,,1,,,texto,3497267399
CE,85819770,Doris María Arboleda,SALU2,POL8958,5,46995475,898764,DOC9825,2023-09-03,,76,3349648685,3078787007,3319425242,Elías,Santander,2025-05-22,2005-03-16,002,Andrés Fernando Rubio,F,Palacios Inc,,9604,BBVA,Banco Central,OK,,,,,,,2025-05-29,05,,Arcchivo nada que ver.txt,,,1,,,texto,3349648685
CC,56413973,Andrea Marcela Pulido Buitrago,DENT9,POL5311,8,7044924,507455,DOC1394,2025-01-24,,51,3622778754,3741626516,3316087768,Tópaga,Vaupés,2025-03-15,2004-05-15,001,Julio Ortiz Carvajal,M,Osorio Ltd,,9136,BBVA,Banco del Norte,OK,,,,,,,2025-05-29,05,,Arcchivo nada que ver.txt,,,1,,,texto,3622778754
CE,81609587,María Liliana Pineda,SALU0,POL8138,7,9790451,420011,DOC4669,2023-04-07,,314,3531500978,3281277666,3209982929,San Pedro,Guaviare,2023-05-30,2002-05-30,001,José Torres Aguirre,F,Pérez-Parra,,4451,BPOP,Banco Principal,PEND,,,,,,,2025-05-29,05,,Arcchivo nada que ver.txt,,,1,,,texto,3531500978
TI,19897188,Edith Yuliana Pacheco,DENT7,POL2410,2,49083123,544330,DOC3697,2025-08-21,,261,3899338537,3402422561,3032161286,San Juan de Rioseco,La Guajira,2024-11-21,1982-12-02,002,Yeison Guzmán Sarmiento,F,"Hernández, Díaz and Martínez",,5095,BBVA,Banco Principal,ERR,,,,,,,2025-05-29,05,,Arcchivo nada que ver.txt,,1,1,,,texto,3899338537
CC,93712298,Ana Navarro,SALU8,POL5404,3,44424001,763498,DOC5368,2023-10-19,,175,3500313388,3616319221,3419221232,Acacías,Vichada,2024-04-16,2003-02-24,002,Marcela Estefanía Salazar Moreno,M,Soto LLC,,5875,Bcol,Banco del Norte,PEND,,,,,,,2025-05-29,05,,Arcchivo nada que ver.txt,,,,,1,fisica,
CC,41171181,Nancy Karen López Benavides,DENT5,POL9572,8,17792827,677743,DOC8434,2024-01-20,,278,3314508104,3853944823,3982379332,Puerto Wilches,La Guajira,2025-01-25,1999-01-10,003,Nataly María Fuentes Acevedo,M,"Londoño, Montoya and Uribe",,7233,Bcol,Banco Principal,PEND,,,,,,,2025-05-29,05,,Arcchivo nada que ver.txt,,,,1,1,email,
CC,93640566,Carolina Silva Rodríguez,DENT0,POL2703,3,35193204,180713,DOC8020,2024-09-28,,189,3815378159,3558224264,3500631794,Sabanalarga,Caquetá,2025-04-04,1984-05-31,002,Karina González Suárez,M,Arias-González,,2484,Davv,Banco Central,OK,,,,,,,2025-05-29,05,,Arcchivo nada que ver.txt,,,,,1,fisica,
TI,70435146,Néstor César Ortiz,VIDA6,POL2188,4,11559170,264710,DOC2365,2024-08-24,,171,3754146160,3937124593,3556500659,Chipatá,Cesar,2023-08-12,1977-03-30,002,León Garzón Cruz,M,Velásquez Inc,,6929,FNA,Banco del Norte,OK,,,,,,,2025-05-29,05,,Arcchivo nada que ver.txt,1,,1,1,,texto,3754146160
TI,77843304,Isabel Caicedo,HOGAR,9POL3387,2,17469507,278301,DOC5594,2025-04-24,,293,3902778616,3844444802,3190134901,Milán,Atlántico,2024-08-07,1998-03-21,002,Gabriel Antonio Caicedo,F,Vásquez Inc,,5258,FNA,Banco Central,OK,,,,,,,2025-05-29,05,,Arcchivo nada que ver.txt,,,1,,,texto,3902778616
CE,75419069,Stella Marcela Salcedo,DENT4,POL3189,7,27342644,358119,DOC6905,2025-07-27,,269,3377497040,3845567067,3303081542,Tadó,Meta,2023-12-22,1976-03-21,001,Angie Heidy Ruiz Maldonado,M,Ruiz-Restrepo,,1818,BBVA,Banco del Norte,OK,,,,,,,2025-05-29,05,,Arcchivo nada que ver.txt,,,,,1,fisica,
CC,76384132,María Helena Sánchez Restrepo,DENT2,POL4277,8,39755494,559731,DOC9149,2023-02-01,,58,3031820179,3482336899,3126528916,Bochalema,Quindío,2025-03-18,2001-07-29,002,Joaquín Nieto,F,"Polo, Giraldo and Bedoya",,3715,FNA,Banco del Norte,OK,,,,,,,2025-05-29,05,,Arcchivo nada que ver.txt,,,,,1,fisica,
TI,68145529,Alfonso Mario Rodríguez,DENT4,POL5174,1,40145851,856734,DOC6415,2024-09-20,,354,3343211707,3877296522,3055237237,Cajamarca,Magdalena,2023-03-25,1979-04-20,002,Hernando Antonio Melo Arteaga,M,Pérez-Ortiz,,1787,Davv,Banco Central,OK,,,,,,,2025-05-29,05,,Arcchivo nada que ver.txt,1,,,,,telefono,3343211707
TI,36295980,Hernando Restrepo,VIDA7,POL6180,7,45354039,888642,DOC6217,2025-04-26,,109,3642305050,3170565381,3744028009,Algeciras,Tolima,2025-04-29,1977-11-04,001,Catherine Elena Quintero Uribe,M,Carmona Inc,,8954,BPOP,Banco Central,ERR,,,,,,,2025-05-29,05,,Arcchivo nada que ver.txt,,,,1,,email,
CE,87892044,Johanna Tania Duque,SALU5,POL2313,7,12362985,474230,DOC2667,2024-07-22,,276,3419741764,3862137280,3285074246,Pueblo Bello,Guaviare,2023-09-06,1990-09-14,003,Paulo Jhonatan Sánchez,F,Giraldo PLC,,3813,FNA,Banco Principal,ERR,,,,,,,2025-05-29,05,,Arcchivo nada que ver.txt,,1,1,,,texto,3419741764
CC,17345466,Jorge Castro Ramírez,HOGAR,1POL5626,8,40875230,128863,DOC8512,2025-07-03,,224,3435201613,3660709720,3188839225,La Celia,Caldas,2024-04-30,1987-03-30,003,Fabián Zambrano Sierra,M,Mosquera-Oviedo,,7531,BPOP,Banco Principal,PEND,,,,,,,2025-05-29,05,,Arcchivo nada que ver.txt,1,,,,,telefono,3435201613
CE,16370463,Inés Ortiz Arboleda,DENT0,POL6965,8,20773927,378416,DOC3828,2024-03-27,,357,3727854938,3079502273,3260662604,El Retén,Cesar,2024-12-05,1990-05-14,001,Angélica Rivera,M,Reyes-Bonilla,,7372,BPOP,Banco Principal,PEND,,,,,,,2025-05-29,05,,Arcchivo nada que ver.txt,1,,,,,telefono,3727854938
TI,26987785,Mauricio Díaz Muñoz,SALU4,POL2317,8,41721604,328025,DOC3575,2024-02-04,,254,3097092085,3655528263,3518850251,San Carlos,San Andrés y Providencia,2024-05-02,1983-12-02,001,Edgardo González,M,"Ávila, Guevara and Niño",,3751,FNA,Banco Principal,ERR,,,,,,,2025-05-29,05,,Arcchivo nada que ver.txt,1,1,,,,telefono,3097092085
CC,34001677,Valentina Zambrano Trujillo,HOGAR,3POL3123,5,34205356,536049,DOC8809,2023-04-24,,138,3211814196,3684137367,3879482062,La Esperanza,Cauca,2025-02-07,1970-04-27,002,Angie Ramírez Salas,M,Galvis-Reyes,,1554,BPOP,Banco Principal,PEND,,,,,,,2025-05-29,05,,Arcchivo nada que ver.txt,,,,1,,email,
CE,93996543,William Eduardo Mercado,DENT2,POL1295,7,39715816,458199,DOC4266,2023-08-15,,364,3568935932,3023197220,3353935455,Pueblo Bello,San Andrés y Providencia,2023-10-07,1980-12-28,001,David Iván Márquez,F,Romero Group,,3947,FNA,Banco del Norte,PEND,,,,,,,2025-05-29,05,,Arcchivo nada que ver.txt,,,,,1,fisica,
CC,77401279,Carmen Tatiana Murcia,VIDA0,POL1682,8,20921956,519497,DOC7271,2023-08-22,,150,3141914505,3322307441,3676855477,Quipile,Norte de Santander,2023-05-01,1981-03-19,003,Ignacio Arturo Romero Martínez,M,Monsalve-Martínez,,1025,BPOP,Banco del Norte,PEND,,,,,,,2025-05-29,05,,Arcchivo nada que ver.txt,,1,1,,,texto,3141914505
CE,59963109,Alberto Enrique Martínez Hurtado,HOGAR,8POL8620,2,15301323,321179,DOC5406,2024-02-05,,221,3912441788,3695180096,3897749401,Arboledas,Cesar,2024-11-18,1975-11-26,002,Mónica María Lozano Ruiz,M,Bustamante Inc,,7815,AVVl,Banco Principal,OK,,,,,,,2025-05-29,05,,Arcchivo nada que ver.txt,1,,,,,telefono,3912441788
CE,66379839,Edilma Benítez,DENT4,POL5331,8,46648645,96382,DOC8189,2023-12-24,,72,3633314332,3121959126,3238503045,Ventaquemada,Norte de Santander,2023-12-31,1971-05-11,003,Hernando José Quintero,F,Chávez Group,,6519,BBVA,Banco del Norte,ERR,,,,,,,2025-05-29,05,,Arcchivo nada que ver.txt,,,,,1,fisica,
CC,57365669,Maribel Ortega,DENT4,POL4852,8,46778235,734993,DOC4723,2024-04-05,,361,3139428218,3658649896,3880898461,Piedecuesta,Amazonas,2024-08-06,1970-02-26,002,Adrián Santos,M,"Ramos, Martínez and Velasco",,1697,BPOP,Banco Central,ERR,,,,,,,2025-05-29,05,,Arcchivo nada que ver.txt,,,,,1,fisica,
CE,98383992,David Villa Sarmiento,AUTO3,POL6646,1,5629889,736960,DOC2138,2023-07-21,,31,3804051938,3339756029,3551484991,Paicol,Bogotá D.C.,2023-02-03,2002-02-07,001,Cecilia Patricia Benavides,F,Carvajal Group,,9288,Bcol,Banco Central,PEND,,,,,,,2025-05-29,05,,Arcchivo nada que ver.txt,,1,1,,,texto,3804051938
CC,77123259,Jairo Mario Castillo Quintero,VIDA9,POL5869,4,12442332,140845,DOC7118,2024-10-31,,212,3169993000,3044121067,3222100225,Socorro,Putumayo,2025-08-04,1997-03-11,003,Alba Rentería Martínez,M,"Rojas, Rodríguez and Ortega",,5200,Bcol,Banco Central,PEND,,,,,,,2025-05-29,05,,Arcchivo nada que ver.txt,,,1,,,texto,3169993000
