tipo_documento,documento,nombre,producto,poliza,periodo,valor_asegurado,valor_prima,doc_cobro,fecha_ini,fecha_fin,dias,telefono_1,telefono_2,telefono_3,ciudad,departamento,fecha_venta,fecha_nacimiento,tipo_trans,beneficiarios,genero,sucursal,tipo_cuenta,ultimos_digitos_cuenta,entidad_bancaria,nombre_banco,estado_debito,causal_rechazo,codigo_canal,descripcion_canal,codigo_estrategia,tipo_estrategia,correo_electronico,fecha_entrega_colmena,mes_a_trabajar,id,nombre_db,telefono,whatsapp,texto,email,fisica,mejor_canal,contactar_al
CC,26247680,Eduardo Naranjo,DENT3,POL3060,5,10180793,581935,DOC6304,2023-05-14,,100,3625394748,3090669476,3979773134,Villanueva,Antioquia,2023-07-21,1989-01-11,002,Joaquín Javier Salazar Rodríguez,M,Ángel Inc,,6213,AVVl,Banco Central,PEND,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,,1,1,,,texto,3625394748
CC,81243219,Johanna Luisa Sierra Salgado,AUTO4,POL5629,7,39692839,272272,DOC1341,2023-09-01,,76,3233214740,3556667385,3915959346,Rondón,Magdalena,2024-04-12,1977-02-03,003,Jorge Osorio Gil,M,Durán-Díaz,,3316,Bcol,Banco del Norte,OK,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,,1,1,,,texto,3233214740
CC,17627281,Juan Arboleda,DENT3,POL7648,7,15419896,327842,DOC4982,2024-08-15,,166,3816622249,3557138403,3979669728,Monterrey,Boyacá,2024-10-28,1971-04-24,002,Doris Magnolia Barrios,F,Garcés-Hernández,,9287,AVVl,Banco del Norte,OK,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,1,,1,1,,texto,3816622249
CC,94943278,Jefferson Jhon Díaz,SALU4,POL9678,6,48649799,418844,DOC5091,2025-08-16,,299,3903571670,3538597772,3609389578,Salgar,Antioquia,2025-08-23,2004-02-18,001,Damaris Pérez Vera,M,Barrios Ltd,,8369,Davv,Banco Central,OK,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,,,,,1,fisica,
CC,27033817,Edison Pedro Salcedo,VIDA2,POL6796,1,13906024,326269,DOC4745,2023-04-20,,233,3334761078,3651691283,3683920165,San Antonio del Tequendama,Cundinamarca,2025-04-14,1974-07-20,002,Carlos Alfonso Torres Aguilar,F,Guerrero-Bonilla,,1511,FNA,Banco del Norte,ERR,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,,,,1,,email,
CC,33770644,Luis Peña,DENT2,POL2918,6,31524258,556231,DOC1693,2024-06-28,,365,3818833898,3325726526,3754809865,Apulo,Antioquia,2024-10-13,2004-01-01,003,Carolina Patricia Rojas,M,Ramos-Osorio,,3124,Bcol,Banco Central,PEND,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,,,1,,,texto,3818833898
CE,91076017,Estefanía Díaz,HOGAR,9POL2735,9,34083728,369286,DOC4898,2023-07-21,,201,3900252161,3319306152,3671744866,Tibacuy,Risaralda,2023-01-10,2004-05-28,002,Paola Cristina Agudelo Gómez,M,Gómez Inc,,8934,AVVl,Banco Central,OK,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,,,,,1,fisica,
CC,82216230,César Guzmán Hernández,HOGAR,0POL9689,8,37179226,696473,DOC2969,2023-10-10,,193,3758161461,3459655592,3896769632,La Paz,Antioquia,2024-08-25,1980-04-27,001,Martha Montes Daza,M,"Martínez, Vargas and Hernández",,2461,Bcol,Banco Central,ERR,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,,,,,1,fisica,
TI,78301616,Jefferson Carlos Molina,SALU5,POL7045,4,28683458,268370,DOC1306,2023-12-15,,40,3088673331,3273572939,3886198289,Guasca,Risaralda,2025-08-29,1980-08-09,001,Bertha Cristina Morales Trujillo,F,Rodríguez PLC,,8203,BBVA,Banco del Norte,PEND,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,1,,1,1,,texto,3088673331
CC,35645570,María Pérez Sarmiento,AUTO5,POL9293,1,39936440,138484,DOC1412,2024-12-10,,94,3295380386,3191481391,3394269669,Puerto Caicedo,Quindío,2025-08-31,1974-01-23,002,Alexander José Herrera,M,Beltrán-Moreno,,1173,FNA,Banco Central,OK,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,,,,,1,fisica,
TI,22306511,Carlos Morales Duque,AUTO5,POL9053,5,11343743,96449,DOC1410,2024-07-19,,138,3788357964,3082313830,3322836833,Tópaga,Nariño,2023-03-17,2000-03-03,001,Melissa Alexandra Gil Orozco,F,Sánchez-Becerra,,4944,Davv,Banco Central,OK,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,,,1,,,texto,3788357964
TI,44337268,María Mabel Díaz Torres,AUTO0,POL7601,4,24527984,653740,DOC9728,2023-08-23,,304,3050093699,3239666741,3458192490,San Juan de Rioseco,Vichada,2025-02-24,1990-07-05,001,Judith Camila Soto Delgado,M,Rodríguez and Sons,,2780,AVVl,Banco del Norte,PEND,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,,1,1,,,texto,3050093699
CE,34188334,Luz Marcela Ortega Angarita,VIDA7,POL5048,5,20062558,482541,DOC8584,2024-03-19,,92,3934061693,3802035618,3957863348,Los Santos,Casanare,2025-01-06,2001-03-29,001,Mayerly Patricia Gamboa Quintero,F,Gutiérrez-García,,7996,FNA,Banco del Norte,OK,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,,,,,1,fisica,
CE,78629565,Henry Quintero,SALU5,POL7622,3,29324158,873362,DOC7153,2025-03-03,,174,3470981393,3500917718,3667852919,San Luis,Caquetá,2025-05-02,1984-10-27,001,Dayana Marcela Rojas,F,Ojeda PLC,,2790,BBVA,Banco Central,OK,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,,,,,1,fisica,
CE,96253543,Marcela María Rodríguez,AUTO8,POL9730,2,45709011,695077,DOC2799,2023-08-15,,265,3903375816,3650920124,3014453262,Firavitoba,Valle del Cauca,2025-01-26,1998-09-17,001,Helena Ruth Ortiz Rodríguez,F,"Blanco, Soto and Gutiérrez",,9517,Bcol,Banco Central,PEND,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,1,,1,1,,texto,3903375816
CE,95480731,Claudia María Acevedo Rojas,VIDA5,POL4630,2,36916006,615024,DOC9479,2023-01-20,,350,3349430719,3386062216,3312686253,El Banco,Vaupés,2023-08-22,1993-12-23,003,Laura Luz Maldonado,F,Alfonso-García,,3373,BBVA,Banco del Norte,OK,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,,,1,,,texto,3349430719
CE,96956970,Paola Marcela Hernández,AUTO7,POL8219,7,21613448,382078,DOC1259,2023-11-28,,271,3534582472,3294564508,3583957588,Saladoblanco,Casanare,2025-04-05,1996-11-10,001,Andrea Arias Camacho,F,"Vega, Escobar and Figueroa",,7296,Bcol,Banco del Norte,ERR,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,1,,,,,telefono,3534582472
CC,68679257,Oswaldo Mauricio Hernández,DENT2,POL7240,7,43814331,235659,DOC7855,2023-12-15,,134,3428416528,3351577478,3838570004,Pueblo Nuevo,Vichada,2024-12-20,1974-11-25,002,Fabio Carlos Espitia Carmona,M,"Correa, Rodríguez and Beltrán",,1023,BPOP,Banco Principal,PEND,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,,,,1,1,email,
CC,74060188,Manuela Valentina Calderón Montoya,SALU0,POL6875,2,27143319,758432,DOC6345,2025-06-13,,71,3159664120,3416035298,3048836979,Caldas,Sucre,2025-01-13,2007-08-29,002,Luz María Hernández,M,León-Ramírez,,7775,BCS,Banco Principal,ERR,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,,,1,,,texto,3159664120
CC,53212003,Elías Eduardo Muñoz Fonseca,SALU6,POL3143,7,26812134,684985,DOC9221,2023-01-14,,191,3839618086,3997522728,3233998298,Campoalegre,San Andrés y Providencia,2024-07-01,1980-11-27,002,Maira Toro,F,Barragán Ltd,,6597,Bcol,Banco del Norte,PEND,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,,,1,,,texto,3839618086
CC,70988680,Mireya Catalina Acosta Hernández,VIDA6,POL6237,3,15050501,299134,DOC4958,2024-10-19,,226,3251417326,3160220627,3204815677,Río Quito,Nariño,2025-03-22,1984-01-20,002,Andrés Domingo Martínez Mena,M,Gómez Group,,8446,Bcol,Banco Central,OK,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,,1,1,,,texto,3251417326
CC,96654798,Juan José Bustos,SALU9,POL8683,3,27345359,446556,DOC5891,2023-11-12,,194,3644299975,3189728655,3276871045,Jambaló,Cundinamarca,2025-08-03,1976-08-07,001,Fernanda Ospina Uribe,F,"Rico, Rincón and Moreno",,5798,Bcol,Banco Central,ERR,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,,,1,,,texto,3644299975
CC,44806072,Edgar Álvarez,SALU3,POL4332,1,10626700,249342,DOC1341,2024-03-18,,123,3518312503,3203935633,3480155129,Ovejas,Cesar,2024-05-30,1989-01-11,002,Margarita Sarmiento,M,"Herrera, Betancur and Ramos",,5910,FNA,Banco Principal,ERR,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,,,,1,,email,
CE,11655276,María Vásquez Zapata,DENT8,POL1013,9,6614836,254768,DOC5399,2023-01-23,,364,3537270654,3432562881,3898156590,Busbanzá,Córdoba,2024-05-01,1993-05-19,001,José Rodríguez González,F,"Salazar, Moreno and Muñoz",,7890,BBVA,Banco Central,PEND,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,,,1,,,texto,3537270654
CE,80554599,Juana Moreno Rivas,DENT8,POL1977,1,21709504,383986,DOC6524,2023-03-19,,219,3607100371,3830694642,3032445696,Santiago de Tolú,Antioquia,2024-06-12,1973-10-17,003,Andrea Matilde Castellanos Rojas,F,"Gutiérrez, Alarcón and Márquez",,4792,BBVA,Banco del Norte,ERR,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,,1,1,,,texto,3607100371
TI,46075307,Marina Ramírez Mantilla,VIDA1,POL2788,1,39640477,415874,DOC2916,2025-08-22,,95,3150131127,3312770066,3384434050,Aguadas,Atlántico,2023-03-13,1994-02-10,002,Diana Nelly Sánchez Vargas,M,Rojas-Muñoz,,3186,Davv,Banco Central,PEND,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,,1,1,,,texto,3150131127
CC,53602463,Esteban Torres,AUTO5,POL9049,7,17136767,721148,DOC2572,2024-03-31,,224,3008738720,3804739591,3983398200,Hacarí,Caldas,2024-09-02,1988-09-22,001,Gloria López,F,"García, Arias and Acosta",,4005,BPOP,Banco del Norte,ERR,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,,,,1,1,email,
CC,84268172,Enrique Hoyos,AUTO4,POL7995,5,42049177,276520,DOC7843,2023-11-26,,89,3509090192,3867585057,3131620290,Pore,Casanare,2023-04-18,1976-01-03,002,Carolina Galindo Morales,F,Bonilla Ltd,,4995,BCS,Banco del Norte,OK,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,,,,,1,fisica,
CC,76517834,Mauricio Alfredo Mejía Soto,HOGAR,5POL4258,2,17106857,446379,DOC7313,2025-03-31,,318,3945047894,3834608916,3003167487,Los Córdobas,Arauca,2024-06-14,2007-03-07,002,Enrique José Gaitán Molina,M,Ramírez Ltd,,6591,FNA,Banco Central,PEND,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,,,,1,,email,
CC,41837496,Enrique Hernández García,AUTO1,POL3675,7,31138539,699555,DOC8836,2024-10-19,,42,3911247706,3604535557,3787151415,Tiquisio,Caquetá,2023-09-12,1986-04-07,002,Daniel Durán Agudelo,F,Sánchez Group,,4861,FNA,Banco Principal,OK,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,1,1,,,,telefono,3911247706
CE,37072234,Olga Ortega Ramírez,DENT2,POL5174,4,43316606,344519,DOC6185,2024-07-28,,177,3774632539,3859728964,3679653227,Arroyohondo,Putumayo,2025-01-03,1993-03-29,002,Jairo Ruiz Méndez,F,Acosta Ltd,,7601,BCS,Banco Central,PEND,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,,,1,,,texto,3774632539
CE,73082088,Jesús Cristian Cifuentes,HOGAR,8POL4232,8,21072447,395719,DOC7698,2023-05-03,,130,3619570067,3831412911,3252383386,Puerto Berrío,Bolívar,2023-05-29,2003-05-08,001,José Rojas,M,Mejía PLC,,4968,Bcol,Banco del Norte,PEND,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,,1,,,,whatsapp,3619570067
CE,46958793,Patricia Villa,AUTO6,POL8444,3,46721331,572983,DOC4704,2024-04-02,,232,3603762095,3681929209,3420722327,Dosquebradas,Cesar,2025-02-27,1997-12-25,001,Santiago Esteban Moreno,F,Gamboa and Sons,,6905,BCS,Banco Principal,ERR,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,,,,,1,fisica,
CC,85841824,Socorro Vásquez,HOGAR,9POL7693,8,15300769,672386,DOC4264,2024-03-29,,70,3834936283,3820443962,3303944927,Muzo,Tolima,2024-04-12,1993-07-17,003,Camilo Héctor Suárez Ramírez,M,Galvis and Sons,,9096,BCS,Banco del Norte,OK,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,,,1,,,texto,3834936283
TI,20009176,Francisco Bonilla,SALU9,POL5978,1,38911389,608369,DOC4498,2024-02-12,,284,3644984251,3490580064,3294716633,San Joaquín,Bogotá D.C.,2024-03-11,1999-03-21,003,Víctor Jaime Muñoz,M,Martínez-Ramírez,,2570,FNA,Banco Central,ERR,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,,,1,,,texto,3644984251
TI,82649408,Antonio Brayan Mosquera,AUTO6,POL2941,4,11730371,795592,DOC1702,2024-02-09,,100,3320693740,3341700442,3290421602,Cunday,Vichada,2024-02-15,1995-09-23,002,Angélica Montoya,M,"Durán, Díaz and Muñoz",,3177,AVVl,Banco Principal,OK,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,,,,1,,email,
CE,36883076,Nancy Rosalba López Ruiz,SALU4,POL3590,1,48775920,734482,DOC7746,2025-02-26,,118,3016288743,3479361916,3818381047,Florián,Norte de Santander,2023-06-07,1978-12-04,001,Rosa Álvarez,M,Ramírez-Rodríguez,,3806,Davv,Banco Central,ERR,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,,1,1,,,texto,3016288743
CE,70976835,Alfonso Jhon Cuesta,SALU7,POL5273,4,8940146,371494,DOC9526,2023-08-04,,93,3437849115,3534183114,3635769120,Tinjacá,Casanare,2024-01-30,1975-05-03,003,Víctor Anderson Herrera Sepúlveda,M,"Castro, Vera and Maldonado",,4532,BPOP,Banco Central,ERR,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,,,,,1,fisica,
CC,76401618,Astrid Milena Quintero Castro,HOGAR,0POL3523,7,9690910,753255,DOC8946,2023-07-25,,83,3177244322,3182732543,3706665192,Toledo,Vaupés,2023-09-03,1995-07-26,001,Valeria Fuentes Patiño,F,"Vergara, Cardona and Buitrago",,3824,AVVl,Banco del Norte,ERR,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,1,1,,,,telefono,3177244322
TI,65168797,Tatiana Sierra,SALU0,POL3543,2,33857745,814579,DOC5288,2023-06-24,,164,3792231425,3610855118,3321854128,Puerto Parra,Boyacá,2024-05-24,1987-02-21,003,Brandon Esteban Carrillo Castellanos,F,"Torres, Rubio and Espitia",,2268,FNA,Banco Principal,ERR,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,,1,1,,,texto,3792231425
CC,45029743,Eduardo Jorge Osorio Velásquez,AUTO1,POL7224,3,31810354,454808,DOC2869,2023-06-06,,259,3643245712,3894392721,3909972873,Guaitarilla,Guaviare,2024-01-01,2001-12-28,001,Augusto Giraldo Romero,M,Moreno-Navarro,,9288,BBVA,Banco Principal,ERR,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,1,,1,1,,texto,3643245712
CC,38696836,Bibiana Benavides Díaz,HOGAR,5POL6328,3,12765505,638902,DOC6966,2023-01-13,,79,3098968975,3955729034,3791668899,Cajicá,Quindío,2024-07-08,1980-08-02,002,Marleny Catalina Gómez,F,"Benavides, Ortiz and López",,6322,BBVA,Banco del Norte,ERR,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,1,,,,,telefono,3098968975
CC,48649689,Anyi Marcela Tovar,DENT2,POL2347,3,42405676,262464,DOC8424,2024-06-23,,236,3129401716,3206138332,3051263283,Arcabuco,Sucre,2024-03-31,1998-12-07,003,Orlando Fernando Mejía,F,Díaz Ltd,,8806,AVVl,Banco del Norte,OK,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,,,,1,1,email,
CE,30721753,Jonathan Flórez,AUTO1,POL1542,7,15096643,246450,DOC8763,2025-04-21,,99,3834580706,3436011583,3044879103,Montecristo,Huila,2023-03-21,1977-06-18,001,Olga Gómez,M,Cano LLC,,7699,BPOP,Banco Central,OK,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,,1,1,,,texto,3834580706
TI,91272698,Martha Mendoza Blanco,AUTO3,POL6216,3,14735633,280422,DOC1639,2025-07-22,,145,3157496474,3301110068,3719668979,La Pintada,Vaupés,2024-12-05,1971-04-22,002,José Caro,M,"Quintero, Rodríguez and Martínez",,4707,FNA,Banco Principal,OK,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,,,,1,1,email,
TI,20600188,Margarita Miryam Sánchez Angulo,SALU1,POL7666,5,31804722,170695,DOC8766,2023-08-26,,260,3333110640,3640685129,3521504189,Guaduas,Atlántico,2023-09-11,1971-02-22,002,Gerardo Carlos Mendoza,F,Díaz-González,,1593,BCS,Banco del Norte,OK,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,,,1,,,texto,3333110640
CE,16266406,María Ordóñez Galvis,VIDA0,POL1158,6,30695797,683087,DOC6211,2025-08-21,,252,3556733207,3089100662,3462828578,Isnos,Cesar,2023-08-04,2006-03-20,001,Martín Delgado,F,Ortega and Sons,,3961,AVVl,Banco Principal,ERR,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,1,1,,,,telefono,3556733207
TI,57838359,Alexis Manuel Ospina Gómez,HOGAR,9POL5557,4,23031234,252326,DOC8348,2024-09-07,,215,3068373658,3972878722,3110856255,El Paso,Bogotá D.C.,2023-01-02,1975-08-25,002,José Jhon Buitrago Muñoz,M,Jaramillo PLC,,8324,FNA,Banco Central,ERR,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,1,,,,,telefono,3068373658
TI,94490224,Jhoan Mejía,AUTO8,POL8253,7,46192528,758498,DOC9445,2025-07-18,,92,3166145743,3075841044,3716607860,Pijiño del Carmen,Magdalena,2024-12-15,1980-08-25,001,Alveiro Óscar Hurtado,M,Molina PLC,,9369,Bcol,Banco Central,ERR,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,,,,,1,fisica,
CC,96071701,Alexander Antonio Luna,AUTO3,POL7825,9,31020471,148316,DOC9161,2025-01-09,,226,3520325028,3116198333,3317030698,Pueblo Rico,Santander,2023-03-07,1979-02-21,001,Stella Laura Rodríguez,M,Mora Inc,,9749,Bcol,Banco Principal,ERR,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,,,,1,1,email,
CE,24963436,Jorge Bolívar,AUTO5,POL2491,6,49243946,515046,DOC4669,2023-07-17,,292,3697160795,3347687365,3695010073,Floridablanca,Santander,2023-01-17,2006-03-29,001,Gladys Catalina Gómez Becerra,M,"Pérez, Monroy and Vargas",,3636,BBVA,Banco del Norte,ERR,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,,,1,,,texto,3697160795
TI,14926649,Sonia Barrera Sandoval,AUTO9,POL3127,1,22605337,304463,DOC5518,2023-06-04,,137,3100074648,3346790929,3267440530,Zona Bananera,Magdalena,2024-11-04,1972-02-20,001,Edgar José Silva,F,Hernández-Sánchez,,5466,Davv,Banco Principal,PEND,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,,1,1,,,texto,3100074648
TI,53636768,Andrés Caicedo,SALU2,POL3504,3,43808228,615154,DOC5736,2023-12-28,,85,3070785121,3047862839,3468540465,Dagua,Arauca,2025-06-29,1995-06-18,003,Fernando Castro Valencia,M,Gómez and Sons,,2190,Davv,Banco del Norte,OK,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,1,1,,,,telefono,3070785121
CC,55177681,Tatiana Hernández Cardona,AUTO2,POL1661,2,44794044,447779,DOC3655,2024-09-10,,102,3937763088,3617329992,3439978334,Aguadas,Putumayo,2024-09-14,1999-07-08,001,Alberto Gilberto Sierra Sierra,F,"Rosero, Roa and Ramos",,2289,FNA,Banco del Norte,OK,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,,,,1,,email,
CC,67724662,Enrique José Castaño Castro,HOGAR,1POL5483,6,38611055,114345,DOC5554,2023-09-20,,153,3293340822,3782632101,3773472805,Ambalema,Córdoba,2024-08-27,1995-11-28,001,María Jennifer Ochoa Acevedo,F,Moreno and Sons,,5534,FNA,Banco del Norte,ERR,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,,1,,,,whatsapp,3293340822
CC,73387236,Hilda Guerrero Escobar,VIDA5,POL3393,7,24018986,130780,DOC4597,2025-03-26,,61,3529914812,3902746017,3445693259,La Paz,Tolima,2024-03-09,2000-09-12,003,Xiomara Martínez,M,"Guerra, Zuluaga and Ramírez",,7466,BBVA,Banco Central,ERR,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,,,,,1,fisica,
TI,72666444,Andrea Torres,SALU9,POL8265,6,27399870,739040,DOC3716,2025-07-05,,86,3066887899,3858223756,3838576182,Caldas,Guaviare,2024-01-30,1996-01-14,003,Rodrigo Mosquera García,F,Mejía Inc,,3170,Davv,Banco Central,OK,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,,,,,1,fisica,
CC,45419884,Omar Armando Castro Rincón,SALU0,POL5533,4,39438226,278518,DOC3479,2024-11-21,,41,3950642149,3652616859,3508139253,Calarcá,Boyacá,2024-06-26,1985-10-25,002,Camilo Juan Correa Franco,M,Reyes Inc,,7851,BCS,Banco Central,PEND,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,1,1,,,,telefono,3950642149
TI,12665220,Yesid Benítez,VIDA8,POL3922,4,47926775,458949,DOC9170,2024-01-29,,306,3069592689,3888501954,3291532634,La Argentina,Amazonas,2024-07-08,1978-09-24,003,Santos López Perdomo,M,"Melo, Paz and Polo",,9870,FNA,Banco Central,OK,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,,1,,,,whatsapp,3069592689
CC,59204957,Luisa Liliana Castillo Rivera,SALU9,POL7324,4,20761887,111535,DOC8607,2023-07-03,,239,3781181172,3143483816,3731393242,Los Palmitos,Cesar,2023-09-21,2002-10-03,001,Elena Burgos,M,"López, Herrera and Maldonado",,2032,BPOP,Banco del Norte,PEND,,,,,,,2025-05-29,05,,clientes_mayo_20250529.txt,,,1,,,texto,3781181172
